"SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
53056,"Characidium interruptum","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53070,"Characidium japuhybense","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
69882,"Characidium kalunga","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
68555,"Characidium kamakan","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
48559,"Characidium lagosantense","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53074,"Characidium lanei","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53054,"Characidium laterale","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53069,"Characidium lauroi","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
67774,"Characidium litorale","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
63135,"Characidium longum","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
58003,"Characidium macrolepidotum","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53065,"Characidium marshi","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
66991,"Characidium mirim","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
68595,"Characidium nana","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
63879,"Characidium nupelia","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
50684,"Characidium occidentale","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53075,"Characidium oiticicai","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
69881,"Characidium onca","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
50685,"Characidium orientale","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
67128,"Characidium papachibe","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
28026,"Characidium pellucidum","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53059,"Characidium phoxocephalum","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53057,"Characidium pteroides","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
50072,"Characidium pterostictum","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53052,"Characidium purpuratum","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
23419,"Characidium rachovii","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53073,"Characidium roesseli","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
67631,"Characidium samurai","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53072,"Characidium sanctjohanni","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
68095,"Characidium satoi","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
61046,"Characidium schindleri","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53071,"Characidium schubarti","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
50691,"Characidium serrano","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
51122,"Characidium steindachneri","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
60275,"Characidium stigmosum","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
68218,"Characidium summum","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
50695,"Characidium tenue","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53068,"Characidium timbuiense","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
70125,"Characidium travassosi","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
57628,"Characidium vestigipinne","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
53076,"Characidium vidali","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
64061,"Characidium xanthopterum","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
63882,"Characidium xavante","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
28025,"Characidium zebra","Characidium","Characidiinae","Crenuchidae","Characiformes","Teleostei","Osteichthyes"
6231,"Characodon audax","Characodon","Goodeinae","Goodeidae","Cyprinodontiformes","Teleostei","Osteichthyes"
6232,"Characodon garmani","Characodon","Goodeinae","Goodeidae","Cyprinodontiformes","Teleostei","Osteichthyes"
6233,"Characodon lateralis","Characodon","Goodeinae","Goodeidae","Cyprinodontiformes","Teleostei","Osteichthyes"
53082,"Charax apurensis","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
68782,"Charax awa","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
52062,"Charax caudimaculatus","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
26390,"Charax condei","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
67620,"Charax delimai","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
12346,"Charax gibbosus","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
53080,"Charax hemigrammus","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
52529,"Charax leticiae","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
53419,"Charax macrolepis","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
51849,"Charax metae","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
52530,"Charax michaeli","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
52531,"Charax niger","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
52533,"Charax notulatus","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
27858,"Charax pauciradiatus","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
53081,"Charax rupununi","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
23415,"Charax stenopterus","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
53078,"Charax tectifer","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
52538,"Charax unimaculatus","Charax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
2982,"Chasmistes brevirostris","Chasmistes","Catostominae","Catostomidae","Cypriniformes","Teleostei","Osteichthyes"
2983,"Chasmistes cujus","Chasmistes","Catostominae","Catostomidae","Cypriniformes","Teleostei","Osteichthyes"
61670,"Chasmistes fecundus","Chasmistes","Catostominae","Catostomidae","Cypriniformes","Teleostei","Osteichthyes"
2984,"Chasmistes liorus","Chasmistes","Catostominae","Catostomidae","Cypriniformes","Teleostei","Osteichthyes"
6178,"Chasmistes muriei","Chasmistes","Catostominae","Catostomidae","Cypriniformes","Teleostei","Osteichthyes"
23162,"Chatrabus felinus","Chatrabus","Halophryninae","Batrachoididae","Batrachoidiformes","Teleostei","Osteichthyes"
17065,"Chatrabus hendersoni","Chatrabus","Halophryninae","Batrachoididae","Batrachoidiformes","Teleostei","Osteichthyes"
10255,"Chatrabus melanurus","Chatrabus","Halophryninae","Batrachoididae","Batrachoidiformes","Teleostei","Osteichthyes"
67840,"Chauliocheilos saxatilis","Chauliocheilos","Hypoptopomatinae","Loricariidae","Siluriformes","Teleostei","Osteichthyes"
55080,"Chauliodus barbatus","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
11712,"Chauliodus danae","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
59117,"Chauliodus dentatus","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
2714,"Chauliodus macouni","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
11714,"Chauliodus minimus","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
47132,"Chauliodus pammelas","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
5480,"Chauliodus schmidti","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
1786,"Chauliodus sloani","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
55094,"Chauliodus vasnetzovi","Chauliodus","Chauliodontinae","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
6090,"Cheilobarbus capensis","Cheilobarbus","Smiliogastrinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
385,"Chloroscombrus chrysurus","Chloroscombrus","Caranginae","Carangidae","Carangiformes","Teleostei","Osteichthyes"
1937,"Chloroscombrus orqueta","Chloroscombrus","Caranginae","Carangidae","Carangiformes","Teleostei","Osteichthyes"
6095,"Cheilobarbus serra","Cheilobarbus","Smiliogastrinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
2142,"Cheilochromis euchilus","Cheilochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
10390,"Cheirodon australe","Cheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
10391,"Cheirodon galusdae","Cheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
53496,"Cheirodon ibicuhiensis","Cheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
12348,"Cheirodon interruptus","Cheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
64814,"Cheirodon jaguaribensis","Cheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
10392,"Cheirodon kiliani","Cheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
64815,"Cheirodon luelingi","Cheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
61047,"Cheirodon ortegai","Cheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
58305,"Cheirodon parahybae","Cheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
10393,"Cheirodon pisciculus","Cheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
51852,"Cheirodontops geayi","Cheirodontops","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
13220,"Chela cachius","Chela","Danioninae","Danionidae","Cypriniformes","Teleostei","Osteichthyes"
65172,"Chela khujairokensis","Chela","Danioninae","Danionidae","Cypriniformes","Teleostei","Osteichthyes"
67563,"Chela macrolepis","Chela","Danioninae","Danionidae","Cypriniformes","Teleostei","Osteichthyes"
5270,"Chelaethiops bibie","Chelaethiops","Chedrinae","Danionidae","Cypriniformes","Teleostei","Osteichthyes"
11511,"Chelaethiops congicus","Chelaethiops","Chedrinae","Danionidae","Cypriniformes","Teleostei","Osteichthyes"
11513,"Chelaethiops elongatus","Chelaethiops","Chedrinae","Danionidae","Cypriniformes","Teleostei","Osteichthyes"
11514,"Chelaethiops minutus","Chelaethiops","Chedrinae","Danionidae","Cypriniformes","Teleostei","Osteichthyes"
11515,"Chelaethiops rukwaensis","Chelaethiops","Chedrinae","Danionidae","Cypriniformes","Teleostei","Osteichthyes"
5504,"Chelidonichthys capensis","Chelidonichthys","Triglinae","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
44,"Chelidonichthys cuculus","Chelidonichthys","Triglinae","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
4940,"Chelidonichthys gabonensis","Chelidonichthys","Triglinae","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
24013,"Chelidonichthys ischyrus","Chelidonichthys","Triglinae","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
507,"Chelidonichthys kumu","Chelidonichthys","Triglinae","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
5081,"Chelidonichthys lastoviza","Chelidonichthys","Triglinae","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
1366,"Chelidonichthys lucerna","Chelidonichthys","Triglinae","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
9197,"Chelidonichthys obscurus","Chelidonichthys","Triglinae","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
7948,"Chelidonichthys queketti","Chelidonichthys","Triglinae","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
4598,"Chelidonichthys spinosus","Chelidonichthys","Triglinae","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
69762,"Chelonodontops alvheimi","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes"
69763,"Chelonodontops bengalensis","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes"
8073,"Chelonodontops laticeps","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes"
50083,"Chelonodontops leopardus","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes"
6610,"Chelonodontops patoca","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes"
23126,"Chelonodontops pleurospilus","Chelonodontops","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Teleostei","Osteichthyes"
4167,"Chesnonia verrucosa","Chesnonia","Brachyopsinae","Agonidae","Perciformes/Cottoidei","Teleostei","Osteichthyes"
61951,"Chetia brevicauda","Chetia","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
6701,"Chetia brevis","Chetia","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
5357,"Chetia flaviventris","Chetia","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
6900,"Chetia gracilis","Chetia","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
6881,"Chetia mola","Chetia","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
6882,"Chetia welwitschi","Chetia","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
26776,"Chiapaheros grammodes","Chiapaheros","Cichlinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
51132,"Chilobrycon deuterodon","Chilobrycon","Bryconinae","Bryconidae","Characiformes","Teleostei","Osteichthyes"
6883,"Chilochromis duponti","Chilochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
13605,"Chiloconger dentatus","Chiloconger","Bathymyrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes"
61515,"Chiloconger philippinensis","Chiloconger","Bathymyrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes"
9485,"Chiloglanis angolensis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9486,"Chiloglanis anoterus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
51572,"Chiloglanis asymetricaudalis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9487,"Chiloglanis batesii","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9488,"Chiloglanis benuensis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
6196,"Chiloglanis bifurcus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
7307,"Chiloglanis brevibarbis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68382,"Chiloglanis camarabounyi","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9489,"Chiloglanis cameronensis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
70572,"Chiloglanis carnatus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9490,"Chiloglanis carnosus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9491,"Chiloglanis congicus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9484,"Chiloglanis deckenii","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68380,"Chiloglanis devosi","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68391,"Chiloglanis dialloi","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9492,"Chiloglanis disneyi","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9493,"Chiloglanis elisabethianus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9494,"Chiloglanis emarginatus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9495,"Chiloglanis fasciatus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
27202,"Chiloglanis harbinger","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
66307,"Chiloglanis igamba","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68390,"Chiloglanis kabaensis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
53153,"Chiloglanis kalambo","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
66308,"Chiloglanis kazumbei","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68379,"Chiloglanis kerioensis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68389,"Chiloglanis kolente","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
2450,"Chiloglanis lamottei","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68394,"Chiloglanis loffabrevum","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68397,"Chiloglanis longibarbis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9496,"Chiloglanis lufirae","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9497,"Chiloglanis lukugae","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9498,"Chiloglanis macropterus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9499,"Chiloglanis marlieri","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
53139,"Chiloglanis mbozi","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
66461,"Chiloglanis micropogon","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9501,"Chiloglanis microps","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9502,"Chiloglanis modjensis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
69088,"Chiloglanis mongoensis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
70033,"Chiloglanis msirii","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
8377,"Chiloglanis neumanni","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
12807,"Chiloglanis niger","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9503,"Chiloglanis niloticus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
2451,"Chiloglanis normani","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68399,"Chiloglanis nzerekore","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
2452,"Chiloglanis occidentalis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
66309,"Chiloglanis orthodontus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9504,"Chiloglanis paratus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68398,"Chiloglanis pezoldi","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9505,"Chiloglanis pojeri","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9506,"Chiloglanis polyodon","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
12808,"Chiloglanis polypogon","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9507,"Chiloglanis pretoriae","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
62847,"Chiloglanis productus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
27200,"Chiloglanis reticulatus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
53135,"Chiloglanis rukwaensis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
51574,"Chiloglanis ruziziensis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
27201,"Chiloglanis sanagaensis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9508,"Chiloglanis sardinhai","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9509,"Chiloglanis somereni","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9510,"Chiloglanis swierstrai","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
53136,"Chiloglanis trilobatus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68401,"Chiloglanis tweddlei","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
9511,"Chiloglanis voltae","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
68406,"Chiloglanis waterloti","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
2143,"Chilotilapia rhoadesii","Chilotilapia","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
70604,"Chinchaysuyoa labiata","Chinchaysuyoa","Ariinae","Ariidae","Siluriformes","Teleostei","Osteichthyes"
2356,"Chindongo ater","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
68971,"Chindongo bellicosus","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
2361,"Chindongo cyaneus","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
53380,"Chindongo demasoni","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
2363,"Chindongo elongatus","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
2365,"Chindongo flavus","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
2371,"Chindongo heteropictus","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
50872,"Chindongo longior","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
2378,"Chindongo minutus","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
8341,"Chindongo saulosi","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
2380,"Chindongo socolofi","Chindongo","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
57,"Chirolophis ascanii","Chirolophis","Chirolophinae","Stichaeidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes"
3780,"Chirolophis decoratus","Chirolophis","Chirolophinae","Stichaeidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes"
13154,"Chirolophis japonicus","Chirolophis","Chirolophinae","Stichaeidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes"
3781,"Chirolophis nugator","Chirolophis","Chirolophinae","Stichaeidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes"
23772,"Chirolophis saitone","Chirolophis","Chirolophinae","Stichaeidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes"
23773,"Chirolophis snyderi","Chirolophis","Chirolophinae","Stichaeidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes"
3782,"Chirolophis tarsodes","Chirolophis","Chirolophinae","Stichaeidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes"
60430,"Chirolophis wui","Chirolophis","Chirolophinae","Stichaeidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes"
50254,"Chirostoma aculeatum","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
50255,"Chirostoma arge","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
48414,"Chirostoma attenuatum","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
6273,"Chirostoma bartoni","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
48355,"Chirostoma chapalae","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
50258,"Chirostoma charari","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
48418,"Chirostoma compressum","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
50259,"Chirostoma consocium","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
62525,"Chirostoma contrerasi","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
48415,"Chirostoma copandaro","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
48356,"Chirostoma estor","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
48410,"Chirostoma grandocule","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
48419,"Chirostoma humboldtianum","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
12002,"Chirostoma jordani","Chirostoma","Menidiinae","Atherinopsidae","Atheriniformes","Teleostei","Osteichthyes"
