"SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
64588,"Aapticheilichthys websteri","Aapticheilichthys","Procatopodinae","Procatopodidae","Cyprinodontiformes","Teleostei","Osteichthyes"
16239,"Aaptosyax grypus","Aaptosyax","Cyprininae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
2347,"Abactochromis labrosus","Abactochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
50683,"Acanthicus adonis","Acanthicus","Hypostominae","Loricariidae","Siluriformes","Teleostei","Osteichthyes"
13268,"Acanthicus hystrix","Acanthicus","Hypostominae","Loricariidae","Siluriformes","Teleostei","Osteichthyes"
10354,"Acanthocepola abbreviata","Acanthocepola","Cepolinae","Cepolidae","Eupercaria/misc","Teleostei","Osteichthyes"
9216,"Acanthocepola indica","Acanthocepola","Cepolinae","Cepolidae","Eupercaria/misc","Teleostei","Osteichthyes"
9215,"Acanthocepola krusensternii","Acanthocepola","Cepolinae","Cepolidae","Eupercaria/misc","Teleostei","Osteichthyes"
9214,"Acanthocepola limbata","Acanthocepola","Cepolinae","Cepolidae","Eupercaria/misc","Teleostei","Osteichthyes"
51803,"Acanthocharax microlepis","Acanthocharax","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
9474,"Acanthocleithron chapini","Acanthocleithron","Mochokinae","Mochokidae","Siluriformes","Teleostei","Osteichthyes"
89,"Acanthocybium solandri","Acanthocybium","Scombrinae","Scombridae","Scombriformes","Teleostei","Osteichthyes"
54894,"Acanthodraco dewitti","Acanthodraco","Gymnodraconinae","Bathydraconidae","Perciformes/Notothenioidei","Teleostei","Osteichthyes"
61379,"Ageneiogarra imberba","Ageneiogarra","Labeoninae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
70248,"Ageneiogarra incisorbis","Ageneiogarra","Labeoninae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
62421,"Ageneiogarra micropulvinus","Ageneiogarra","Labeoninae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
65046,"Ageneiogarra nujiangensis","Ageneiogarra","Labeoninae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
50346,"Ageneiogarra theunensis","Ageneiogarra","Labeoninae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
48774,"Acanthopoma annectens","Acanthopoma","Stegophilinae","Trichomycteridae","Siluriformes","Teleostei","Osteichthyes"
4306,"Acanthurus achilles","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
68166,"Acanthurus albimento","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
13770,"Acanthurus albipectoralis","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4748,"Acanthurus auranticavus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
68792,"Acanthurus bahianus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4307,"Acanthurus bariene","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4750,"Acanthurus blochii","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
943,"Acanthurus chirurgus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
6010,"Acanthurus chronixis","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
944,"Acanthurus coeruleus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
1256,"Acanthurus dussumieri","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4745,"Acanthurus fowleri","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
17471,"Acanthurus gahhm","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4749,"Acanthurus grammoptilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4736,"Acanthurus guttatus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
23375,"Acanthurus japonicus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4741,"Acanthurus leucocheilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4737,"Acanthurus leucopareius","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
1257,"Acanthurus leucosternon","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
1258,"Acanthurus lineatus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4746,"Acanthurus maculiceps","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
1255,"Acanthurus mata","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
1800,"Acanthurus monroviae","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
6011,"Acanthurus nigricans","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4747,"Acanthurus nigricauda","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4739,"Acanthurus nigrofuscus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4738,"Acanthurus nigroris","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4733,"Acanthurus nubilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4744,"Acanthurus olivaceus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4732,"Acanthurus polyzona","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4742,"Acanthurus pyroferus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
3905,"Acanthurus randalli","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
58792,"Acanthurus reversus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4740,"Acanthurus sohal","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
1259,"Acanthurus tennentii","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
4734,"Acanthurus thompsoni","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
942,"Acanthurus tractus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
1260,"Acanthurus triostegus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
12782,"Acanthurus tristis","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
1261,"Acanthurus xanthopterus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes"
11272,"Acapoeta tanganicae","Acapoeta","Torinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
12258,"Acarichthys heckelii","Acarichthys","Geophaginae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
12260,"Acaronia nassa","Acaronia","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
46568,"Acaronia vultuosa","Acaronia","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
60002,"Aceroichthys dioctes","Aceroichthys","Ariinae","Ariidae","Siluriformes","Teleostei","Osteichthyes"
62136,"Acestridium colombiense","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Teleostei","Osteichthyes"
57630,"Acestridium dichromum","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Teleostei","Osteichthyes"
50557,"Acestridium discus","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Teleostei","Osteichthyes"
65095,"Acestridium gymnogaster","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Teleostei","Osteichthyes"
57632,"Acestridium martini","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Teleostei","Osteichthyes"
65096,"Acestridium scutatum","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Teleostei","Osteichthyes"
64041,"Acestridium triplax","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Teleostei","Osteichthyes"
63992,"Acestrocephalus acutus","Acestrocephalus","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
52917,"Acestrocephalus anomalus","Acestrocephalus","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
51805,"Acestrocephalus boehlkei","Acestrocephalus","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
63986,"Acestrocephalus maculosus","Acestrocephalus","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
63990,"Acestrocephalus nigrifasciatus","Acestrocephalus","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
63995,"Acestrocephalus pallidus","Acestrocephalus","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
53309,"Acestrocephalus sardina","Acestrocephalus","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
63988,"Acestrocephalus stigmatus","Acestrocephalus","Characinae","Characidae","Characiformes","Teleostei","Osteichthyes"
52919,"Acestrorhynchus abbreviatus","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
51076,"Acestrorhynchus altus","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
52499,"Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
23498,"Acestrorhynchus falcatus","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
13123,"Acestrorhynchus falcirostris","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
51808,"Acestrorhynchus grandoculis","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
27261,"Acestrorhynchus heterolepis","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
52522,"Acestrorhynchus isalineae","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
51077,"Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
52523,"Acestrorhynchus maculipinna","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
12336,"Acestrorhynchus microlepis","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
51809,"Acestrorhynchus minimus","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
51815,"Acestrorhynchus nasutus","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
52503,"Acestrorhynchus pantaneiro","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Teleostei","Osteichthyes"
56582,"Acinocheirodon melanogramma","Acinocheirodon","Cheirodontinae","Characidae","Characiformes","Teleostei","Osteichthyes"
4683,"Acipenser baerii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
2590,"Acipenser brevirostrum","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
8737,"Acipenser dabryanus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
2591,"Acipenser fulvescens","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
4712,"Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
2592,"Acipenser medirostris","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
9762,"Acipenser mikadoi","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
2504,"Acipenser naccarii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
2505,"Acipenser nudiventris","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
2593,"Acipenser oxyrinchus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
9763,"Acipenser persicus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
4604,"Acipenser ruthenus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
6085,"Acipenser schrenckii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
8762,"Acipenser sinensis","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
2065,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
2066,"Acipenser sturio","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
2594,"Acipenser transmontanus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
26526,"Acnodon normani","Acnodon","Myleinae","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
28029,"Acnodon oligacanthus","Acnodon","Myleinae","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
52504,"Acnodon senai","Acnodon","Myleinae","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
51078,"Acrobrycon ipanquianus","Acrobrycon","Stevardiinae","Characidae","Characiformes","Teleostei","Osteichthyes"
67891,"Acrobrycon ortii","Acrobrycon","Stevardiinae","Characidae","Characiformes","Teleostei","Osteichthyes"
67890,"Acrobrycon starnesi","Acrobrycon","Stevardiinae","Characidae","Characiformes","Teleostei","Osteichthyes"
23294,"Acrochordonichthys chamaeleon","Acrochordonichthys","Parakysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
58361,"Acrochordonichthys falcifer","Acrochordonichthys","Parakysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
58357,"Acrochordonichthys guttatus","Acrochordonichthys","Parakysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
61549,"Acrochordonichthys gyrinus","Acrochordonichthys","Parakysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
23295,"Acrochordonichthys ischnosoma","Acrochordonichthys","Parakysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
58358,"Acrochordonichthys mahakamensis","Acrochordonichthys","Parakysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
58362,"Acrochordonichthys pachyderma","Acrochordonichthys","Parakysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
23304,"Acrochordonichthys rugosus","Acrochordonichthys","Parakysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
58359,"Acrochordonichthys septentrionalis","Acrochordonichthys","Parakysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
58360,"Acrochordonichthys strigosus","Acrochordonichthys","Parakysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
58525,"Acromycter alcocki","Acromycter","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes"
58526,"Acromycter atlanticus","Acromycter","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes"
63064,"Acromycter longipectoralis","Acromycter","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes"
23291,"Acromycter nezumi","Acromycter","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes"
58562,"Acromycter perturbator","Acromycter","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes"
61700,"Acrossocheilus aluoiensis","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
62800,"Acrossocheilus baolacensis","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
54946,"Acrossocheilus beijiangensis","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
54949,"Acrossocheilus clivosius","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
55156,"Acrossocheilus fasciatus","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
54939,"Acrossocheilus hemispinus","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
54951,"Acrossocheilus ikedai","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
54948,"Acrossocheilus iridescens","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
60486,"Acrossocheilus jishouensis","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
55158,"Acrossocheilus kreyenbergii","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
61169,"Acrossocheilus lamus","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
14442,"Acrossocheilus longipinnis","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
62801,"Acrossocheilus macrophthalmus","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
62843,"Acrossocheilus malacopterus","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
67450,"Acrossocheilus microstoma","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
55155,"Acrossocheilus monticola","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
67584,"Acrossocheilus multistriatus","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
17291,"Acrossocheilus paradoxus","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
54938,"Acrossocheilus parallens","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
54947,"Acrossocheilus rendahli","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
62841,"Acrossocheilus spinifer","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
54940,"Acrossocheilus wenchowensis","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
65823,"Acrossocheilus wuyiensis","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
57688,"Acrossocheilus xamensis","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
62803,"Acrossocheilus yalyensis","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
14481,"Acrossocheilus yunnanensis","Acrossocheilus","Acrossocheilinae","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
57913,"Acyrtops amplicirrus","Acyrtops","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
3073,"Acyrtops beryllinus","Acyrtops","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
16662,"Acyrtus artius","Acyrtus","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
67983,"Acyrtus lanthanum","Acyrtus","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
62176,"Acyrtus pauciradiatus","Acyrtus","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
16677,"Acyrtus rubiginosus","Acyrtus","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
23885,"Adelosebastes latens","Adelosebastes","Sebastolobinae","Sebastidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes"
27834,"Adontosternarchus balaenops","Adontosternarchus","Apteronotinae","Apteronotidae","Gymnotiformes","Teleostei","Osteichthyes"
48021,"Adontosternarchus clarkae","Adontosternarchus","Apteronotinae","Apteronotidae","Gymnotiformes","Teleostei","Osteichthyes"
27831,"Adontosternarchus devenanzii","Adontosternarchus","Apteronotinae","Apteronotidae","Gymnotiformes","Teleostei","Osteichthyes"
67072,"Adontosternarchus duartei","Adontosternarchus","Apteronotinae","Apteronotidae","Gymnotiformes","Teleostei","Osteichthyes"
64497,"Adontosternarchus nebulosus","Adontosternarchus","Apteronotinae","Apteronotidae","Gymnotiformes","Teleostei","Osteichthyes"
48019,"Adontosternarchus sachsi","Adontosternarchus","Apteronotinae","Apteronotidae","Gymnotiformes","Teleostei","Osteichthyes"
7986,"Aeoliscus punctulatus","Aeoliscus","Centriscinae","Centriscidae","Syngnathiformes","Teleostei","Osteichthyes"
6503,"Aeoliscus strigatus","Aeoliscus","Centriscinae","Centriscidae","Syngnathiformes","Teleostei","Osteichthyes"
46570,"Aequidens chimantanus","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
13108,"Aequidens diadema","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
51471,"Aequidens epae","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
51469,"Aequidens gerciliae","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
50071,"Aequidens mauesanus","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
12273,"Aequidens metae","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
51472,"Aequidens michaeli","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
46581,"Aequidens pallidus","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
47545,"Aequidens paloemeuensis","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
26733,"Aequidens patricki","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
46586,"Aequidens plagiozonatus","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
46594,"Aequidens potaroensis","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
52210,"Aequidens rondoni","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
69064,"Aequidens superomaculatum","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
12278,"Aequidens tetramerus","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
57663,"Aequidens tubicen","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
57661,"Aequidens viridis","Aequidens","Cichlasomatinae","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
51816,"Agoniates anchovia","Agoniates","Agoniatinae","Triportheidae","Characiformes","Teleostei","Osteichthyes"
51817,"Agoniates halecinus","Agoniates","Agoniatinae","Triportheidae","Characiformes","Teleostei","Osteichthyes"
23989,"Agonomalus jordani","Agonomalus","Hypsagoninae","Agonidae","Perciformes/Cottoidei","Teleostei","Osteichthyes"
4150,"Agonomalus mozinoi","Agonomalus","Hypsagoninae","Agonidae","Perciformes/Cottoidei","Teleostei","Osteichthyes"
13066,"Agonomalus proboscidalis","Agonomalus","Hypsagoninae","Agonidae","Perciformes/Cottoidei","Teleostei","Osteichthyes"
62091,"Agonopsis asperoculis","Agonopsis","Agoninae","Agonidae","Perciformes/Cottoidei","Teleostei","Osteichthyes"
12932,"Agonopsis chiloensis","Agonopsis","Agoninae","Agonidae","Perciformes/Cottoidei","Teleostei","Osteichthyes"
4151,"Agonopsis sterletus","Agonopsis","Agoninae","Agonidae","Perciformes/Cottoidei","Teleostei","Osteichthyes"
4152,"Agonopsis vulsa","Agonopsis","Agoninae","Agonidae","Perciformes/Cottoidei","Teleostei","Osteichthyes"
36,"Agonus cataphractus","Agonus","Agoninae","Agonidae","Perciformes/Cottoidei","Teleostei","Osteichthyes"
47911,"Aiakas kreffti","Aiakas","Lycodinae","Zoarcidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes"
47912,"Aiakas zinorum","Aiakas","Lycodinae","Zoarcidae","Perciformes/Zoarcoidei","Teleostei","Osteichthyes"
7093,"Akarotaxis nudiceps","Akarotaxis","Bathydraconinae","Bathydraconidae","Perciformes/Notothenioidei","Teleostei","Osteichthyes"
66310,"Akysis bilustris","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
54773,"Akysis brachybarbatus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
62037,"Akysis clavulus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
62564,"Akysis clinatus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
52539,"Akysis ephippifer","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
64889,"Akysis fontaneus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
62565,"Akysis fuliginatus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
64033,"Akysis galeatus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
26974,"Akysis hendricksoni","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
27400,"Akysis heterurus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
62593,"Akysis longifilis","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
26747,"Akysis maculipinnis","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
60651,"Akysis manipurensis","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
58042,"Akysis microps","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
24796,"Akysis pictus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
64863,"Akysis portellus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
24798,"Akysis prashadi","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
63540,"Akysis pulvinatus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
52542,"Akysis recavus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
64032,"Akysis scorteus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
23309,"Akysis variegatus","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
52544,"Akysis varius","Akysis","Akysinae","Akysidae","Siluriformes","Teleostei","Osteichthyes"
